index,index.1,latitude,longitude,elevation,hourly.time,hourly.temperature_2m,hourly.relative_humidity_2m,hourly.dew_point_2m,hourly.apparent_temperature,hourly.precipitation,hourly.rain,hourly.snowfall,hourly.snow_depth,hourly.weather_code,hourly.pressure_msl,hourly.surface_pressure,hourly.cloud_cover,hourly.cloud_cover_low,hourly.cloud_cover_mid,hourly.cloud_cover_high,hourly.et0_fao_evapotranspiration,hourly.vapour_pressure_deficit,hourly.wind_speed_10m,hourly.wind_speed_100m,hourly.wind_direction_10m,hourly.wind_direction_100m,hourly.wind_gusts_10m,hourly.soil_temperature_0_to_7cm,hourly.soil_temperature_7_to_28cm,hourly.soil_temperature_28_to_100cm,hourly.soil_temperature_100_to_255cm,hourly.soil_moisture_0_to_7cm,hourly.soil_moisture_7_to_28cm,hourly.soil_moisture_28_to_100cm,hourly.soil_moisture_100_to_255cm,hourly.is_day,hourly.sunshine_duration,hourly.shortwave_radiation,hourly.direct_radiation,hourly.diffuse_radiation,hourly.direct_normal_irradiance,hourly.global_tilted_irradiance,hourly.terrestrial_radiation,hourly.shortwave_radiation_instant,hourly.direct_radiation_instant,hourly.diffuse_radiation_instant,hourly.direct_normal_irradiance_instant,hourly.global_tilted_irradiance_instant,hourly.terrestrial_radiation_instant,fwix,ffmc,dmc,dc,isi,bui
2231,2231,40.45694,-7.8702393,297.0,2003-05-11 00:00:00,12.0,95,11.3,12.0,0.0,0.0,0.0,0.0,0,1019.2,983.7,0,0,0,0,0.0,0.07,2.6,5.5,344,328,8.6,13.0,16.5,13.4,11.3,0.296,0.336,0.382,0.406,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2230,2230,40.45694,-7.8702393,297.0,2003-05-11 01:00:00,11.1,99,10.9,10.9,0.0,0.0,0.0,0.0,0,1018.8,983.2,0,0,0,0,0.0,0.02,3.5,4.7,24,351,7.9,12.4,16.2,13.4,11.3,0.296,0.336,0.382,0.406,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2229,2229,40.45694,-7.8702393,297.0,2003-05-11 02:00:00,10.4,99,10.3,10.0,0.0,0.0,0.0,0.0,0,1018.6,982.9,1,1,0,0,0.0,0.01,3.3,4.5,49,14,7.6,12.0,15.9,13.4,11.3,0.297,0.336,0.382,0.406,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2228,2228,40.45694,-7.8702393,297.0,2003-05-11 03:00:00,9.6,100,9.6,9.0,0.0,0.0,0.0,0.0,0,1018.3,982.5,6,0,3,13,0.0,0.0,3.4,5.3,58,28,10.1,12.0,15.6,13.4,11.3,0.298,0.336,0.382,0.406,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2227,2227,40.45694,-7.8702393,297.0,2003-05-11 04:00:00,9.7,99,9.6,9.0,0.0,0.0,0.0,0.0,3,1018.4,982.6,100,100,25,55,0.0,0.01,4.4,5.7,55,35,12.2,12.3,15.3,13.4,11.3,0.299,0.336,0.382,0.406,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2226,2226,40.45694,-7.8702393,297.0,2003-05-11 05:00:00,9.7,99,9.6,8.8,0.0,0.0,0.0,0.0,3,1018.7,982.9,100,100,71,83,0.0,0.01,4.8,6.2,48,10,13.7,12.4,15.1,13.4,11.3,0.299,0.336,0.382,0.406,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2225,2225,40.45694,-7.8702393,297.0,2003-05-11 06:00:00,9.8,99,9.6,9.0,0.0,0.0,0.0,0.0,3,1019.1,983.3,100,100,75,79,0.01,0.02,4.8,6.5,48,3,14.0,12.6,14.9,13.4,11.3,0.3,0.336,0.382,0.406,1,0.0,7.0,0.0,7.0,0.0,7.0,63.6,16.3,0.0,16.3,0.0,8.4,147.7,,,,,,
2224,2224,40.45694,-7.8702393,297.0,2003-05-11 07:00:00,11.1,96,10.5,10.7,0.0,0.0,0.0,0.0,3,1019.6,984.0,96,84,18,32,0.04,0.05,3.8,5.6,49,15,14.4,13.3,14.8,13.4,11.3,0.3,0.336,0.382,0.406,1,0.0,86.0,3.0,83.0,14.6,86.0,274.8,125.7,4.4,121.3,14.6,125.7,401.7,,,,,,
2223,2223,40.45694,-7.8702393,297.0,2003-05-11 08:00:00,13.6,92,12.2,13.9,0.0,0.0,0.0,0.0,1,1020.2,984.8,36,38,2,1,0.12,0.13,2.5,4.7,352,356,14.4,15.1,14.8,13.4,11.3,0.3,0.336,0.381,0.406,1,3600.0,247.0,91.0,156.0,232.3,247.0,525.5,303.8,111.9,191.8,232.3,303.8,646.3,,,,,,
2222,2222,40.45694,-7.8702393,297.0,2003-05-11 09:00:00,16.4,75,12.0,16.4,0.0,0.0,0.0,0.0,0,1020.4,985.4,1,1,0,0,0.26,0.46,4.3,5.6,312,320,15.5,17.5,14.9,13.4,11.3,0.3,0.335,0.381,0.406,1,3600.0,488.0,344.0,144.0,608.5,488.0,758.5,556.5,392.3,164.2,608.5,556.5,865.0,,,,,,
