index,index.1,latitude,longitude,elevation,hourly.time,hourly.temperature_2m,hourly.relative_humidity_2m,hourly.dew_point_2m,hourly.apparent_temperature,hourly.precipitation,hourly.rain,hourly.snowfall,hourly.snow_depth,hourly.weather_code,hourly.pressure_msl,hourly.surface_pressure,hourly.cloud_cover,hourly.cloud_cover_low,hourly.cloud_cover_mid,hourly.cloud_cover_high,hourly.et0_fao_evapotranspiration,hourly.vapour_pressure_deficit,hourly.wind_speed_10m,hourly.wind_speed_100m,hourly.wind_direction_10m,hourly.wind_direction_100m,hourly.wind_gusts_10m,hourly.soil_temperature_0_to_7cm,hourly.soil_temperature_7_to_28cm,hourly.soil_temperature_28_to_100cm,hourly.soil_temperature_100_to_255cm,hourly.soil_moisture_0_to_7cm,hourly.soil_moisture_7_to_28cm,hourly.soil_moisture_28_to_100cm,hourly.soil_moisture_100_to_255cm,hourly.is_day,hourly.sunshine_duration,hourly.shortwave_radiation,hourly.direct_radiation,hourly.diffuse_radiation,hourly.direct_normal_irradiance,hourly.global_tilted_irradiance,hourly.terrestrial_radiation,hourly.shortwave_radiation_instant,hourly.direct_radiation_instant,hourly.diffuse_radiation_instant,hourly.direct_normal_irradiance_instant,hourly.global_tilted_irradiance_instant,hourly.terrestrial_radiation_instant,fwix,ffmc,dmc,dc,isi,bui
2231,2231,40.52724,-7.118622,744.0,2006-06-08 00:00:00,19.5,60,11.6,19.1,0.0,0.0,0.0,0.0,0,1015.2,931.4,0,0,0,0,0.02,0.9,6.3,13.4,204,200,14.8,20.8,23.3,18.0,12.1,0.116,0.153,0.233,0.285,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2230,2230,40.52724,-7.118622,744.0,2006-06-08 01:00:00,18.0,66,11.6,17.6,0.0,0.0,0.0,0.0,0,1015.4,931.2,0,0,0,0,0.02,0.7,6.8,14.1,198,195,15.5,19.8,23.1,18.0,12.1,0.116,0.153,0.233,0.285,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2229,2229,40.52724,-7.118622,744.0,2006-06-08 02:00:00,16.7,71,11.5,16.3,0.0,0.0,0.0,0.0,0,1015.0,930.5,0,0,0,0,0.01,0.55,6.2,14.3,190,192,16.2,18.9,22.9,18.0,12.1,0.116,0.153,0.233,0.285,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2228,2228,40.52724,-7.118622,744.0,2006-06-08 03:00:00,15.8,75,11.3,15.3,0.0,0.0,0.0,0.0,0,1015.2,930.4,0,0,0,0,0.01,0.46,6.5,14.1,180,184,16.2,18.2,22.6,18.1,12.1,0.116,0.153,0.233,0.285,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2227,2227,40.52724,-7.118622,744.0,2006-06-08 04:00:00,15.0,78,11.1,14.4,0.0,0.0,0.0,0.0,0,1015.3,930.3,4,0,0,15,0.0,0.38,6.6,14.4,171,176,15.8,17.5,22.3,18.1,12.2,0.116,0.153,0.233,0.285,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2226,2226,40.52724,-7.118622,744.0,2006-06-08 05:00:00,14.4,81,11.2,13.8,0.0,0.0,0.0,0.0,0,1015.6,930.4,11,0,0,36,0.0,0.31,6.8,15.1,162,168,16.2,16.9,22.0,18.1,12.2,0.116,0.153,0.233,0.285,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2225,2225,40.52724,-7.118622,744.0,2006-06-08 06:00:00,14.9,81,11.7,14.2,0.0,0.0,0.0,0.0,0,1016.1,931.0,14,0,0,48,0.03,0.32,8.9,15.4,159,164,18.0,17.0,21.8,18.1,12.2,0.117,0.153,0.233,0.285,1,1913.5,46.0,24.0,22.0,199.5,46.0,104.6,98.3,51.3,47.0,304.8,64.4,223.5,,,,,,
2224,2224,40.52724,-7.118622,744.0,2006-06-08 07:00:00,18.3,67,12.2,17.6,0.0,0.0,0.0,0.0,1,1016.2,932.0,20,0,0,67,0.12,0.69,9.6,14.1,160,161,22.0,19.1,21.6,18.1,12.2,0.117,0.153,0.233,0.285,1,3600.0,199.0,137.0,62.0,527.3,199.0,345.0,269.0,185.2,83.8,527.3,269.0,466.3,,,,,,
2223,2223,40.52724,-7.118622,744.0,2006-06-08 08:00:00,20.3,57,11.5,18.7,0.0,0.0,0.0,0.0,1,1016.3,932.6,22,0,0,74,0.26,1.03,14.7,19.5,163,164,30.2,21.4,21.5,18.1,12.2,0.117,0.153,0.233,0.285,1,3600.0,380.0,282.0,98.0,640.4,380.0,584.7,455.1,337.7,117.4,640.4,455.1,700.2,,,,,,
2222,2222,40.52724,-7.118622,744.0,2006-06-08 09:00:00,22.0,48,10.5,19.7,0.0,0.0,0.0,0.0,1,1016.4,933.2,24,0,0,80,0.39,1.38,17.2,22.7,169,170,38.2,23.5,21.6,18.1,12.2,0.116,0.153,0.233,0.285,1,3600.0,558.0,417.0,141.0,685.8,558.0,807.4,628.3,469.6,158.8,685.8,628.3,909.1,,,,,,
2221,2221,40.52724,-7.118622,744.0,2006-06-08 10:00:00,23.5,41,9.4,21.8,0.0,0.0,0.0,0.0,1,1016.3,933.5,23,0,0,77,0.5,1.72,16.7,21.7,174,174,41.4,25.6,21.7,18.1,12.2,0.116,0.153,0.233,0.285,1,3600.0,715.0,549.0,166.0,730.5,715.0,997.8,773.1,593.6,179.5,730.5,773.1,1078.9,,,,,,
2220,2220,40.52724,-7.118622,744.0,2006-06-08 11:00:00,24.9,36,8.6,23.4,0.0,0.0,0.0,0.0,1,1016.1,933.7,26,0,0,85,0.61,2.04,18.0,23.8,178,177,43.9,27.5,21.9,18.1,12.2,0.116,0.152,0.233,0.285,1,3600.0,836.0,622.0,214.0,722.5,836.0,1143.1,876.2,651.9,224.3,722.5,876.2,1198.1,,,,,,
2219,2219,40.52724,-7.118622,744.0,2006-06-08 12:00:00,26.1,32,8.2,24.7,0.0,0.0,0.0,0.0,1,1015.7,933.6,26,0,0,87,0.68,2.29,19.1,25.2,181,181,45.7,29.1,22.1,18.1,12.2,0.116,0.152,0.232,0.285,1,3600.0,921.0,715.0,206.0,769.7,921.0,1233.4,939.7,729.5,210.2,769.7,939.7,1258.4,,,,,,
2218,2218,40.52724,-7.118622,744.0,2006-06-08 13:00:00,27.1,30,8.1,25.7,0.0,0.0,0.0,0.0,1,1015.0,933.2,28,0,0,92,0.72,2.51,19.8,26.0,183,183,47.2,30.4,22.4,18.1,12.2,0.116,0.152,0.232,0.285,1,3600.0,953.0,756.0,197.0,795.1,953.0,1262.4,948.0,752.0,196.0,795.1,948.0,1255.8,,,,,,
2217,2217,40.52724,-7.118622,744.0,2006-06-08 14:00:00,27.8,29,7.9,26.1,0.0,0.0,0.0,0.0,1,1014.3,932.8,26,0,0,88,0.72,2.67,20.3,26.5,187,187,47.2,31.2,22.7,18.1,12.2,0.116,0.152,0.232,0.285,1,3600.0,919.0,730.0,189.0,789.1,919.0,1228.2,890.7,707.6,183.2,789.1,890.7,1190.5,,,,,,
2216,2216,40.52724,-7.118622,744.0,2006-06-08 15:00:00,28.2,27,7.5,26.0,0.0,0.0,0.0,0.0,1,1013.8,932.4,27,0,0,89,0.68,2.79,20.3,26.9,192,192,46.8,31.6,23.0,18.1,12.2,0.116,0.151,0.232,0.285,1,3600.0,839.0,668.0,171.0,782.6,839.0,1133.3,789.9,628.9,161.0,782.6,789.9,1066.9,,,,,,
2215,2215,40.52724,-7.118622,744.0,2006-06-08 16:00:00,28.2,27,7.2,25.4,0.0,0.0,0.0,0.0,1,1013.2,931.9,23,0,0,76,0.61,2.82,20.0,26.4,198,197,45.7,31.4,23.2,18.1,12.2,0.116,0.151,0.231,0.285,1,3600.0,718.0,592.0,126.0,798.8,718.0,983.9,652.0,537.6,114.4,798.8,652.0,893.5,,,,,,
2214,2214,40.52724,-7.118622,744.0,2006-06-08 17:00:00,27.9,27,7.2,24.5,0.0,0.0,0.0,0.0,0,1012.7,931.3,8,0,0,25,0.5,2.74,18.8,25.3,200,200,44.6,30.7,23.5,18.2,12.2,0.116,0.151,0.231,0.285,1,3600.0,555.0,453.0,102.0,760.9,555.0,790.4,478.9,390.9,88.0,760.9,478.9,682.1,,,,,,
2213,2213,40.52724,-7.118622,744.0,2006-06-08 18:00:00,27.1,29,7.3,23.9,0.0,0.0,0.0,0.0,0,1012.5,931.0,0,0,0,0,0.36,2.57,17.3,23.7,203,202,42.1,29.5,23.6,18.2,12.2,0.116,0.151,0.231,0.285,1,3600.0,349.0,267.0,82.0,626.4,349.0,565.9,275.7,210.9,64.8,626.4,275.7,447.0,,,,,,
2212,2212,40.52724,-7.118622,744.0,2006-06-08 19:00:00,26.3,32,8.2,23.9,0.0,0.0,0.0,0.0,0,1012.5,930.7,0,0,0,0,0.22,2.34,13.3,19.9,213,212,35.6,28.0,23.7,18.2,12.2,0.116,0.151,0.231,0.285,1,3600.0,180.0,124.0,56.0,505.5,180.0,325.7,113.0,77.8,35.1,505.5,113.0,204.4,,,,,,
2211,2211,40.52724,-7.118622,744.0,2006-06-08 20:00:00,24.5,36,8.7,23.1,0.0,0.0,0.0,0.0,0,1012.6,930.4,0,0,0,0,0.09,1.96,7.9,17.2,240,237,28.1,26.2,23.8,18.2,12.2,0.116,0.151,0.231,0.285,0,1346.49,35.0,18.0,17.0,159.0,35.0,91.3,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2210,2210,40.52724,-7.118622,744.0,2006-06-08 21:00:00,22.6,43,9.4,21.3,0.0,0.0,0.0,0.0,0,1013.1,930.3,0,0,0,0,0.06,1.57,8.0,14.5,265,264,18.4,24.5,23.7,18.2,12.2,0.116,0.151,0.231,0.285,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2209,2209,40.52724,-7.118622,744.0,2006-06-08 22:00:00,20.8,50,10.1,20.1,0.0,0.0,0.0,0.0,0,1013.4,930.1,0,0,0,0,0.03,1.23,5.4,9.9,290,280,15.5,23.0,23.6,18.2,12.2,0.116,0.151,0.231,0.285,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2208,2208,40.52724,-7.118622,744.0,2006-06-08 23:00:00,19.2,60,11.2,19.0,0.0,0.0,0.0,0.0,0,1013.7,930.0,0,0,0,0,0.01,0.89,3.8,5.6,287,285,12.6,21.8,23.4,18.2,12.2,0.116,0.151,0.231,0.285,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2207,2207,40.52724,-7.118622,744.0,2006-06-09 00:00:00,17.8,67,11.6,17.8,0.0,0.0,0.0,0.0,0,1013.5,929.4,0,0,0,0,0.0,0.67,3.7,4.9,241,234,11.5,20.6,23.2,18.3,12.2,0.116,0.151,0.231,0.285,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2206,2206,40.52724,-7.118622,744.0,2006-06-09 01:00:00,16.7,72,11.6,16.4,0.0,0.0,0.0,0.0,0,1013.6,929.2,0,0,0,0,0.0,0.54,5.2,9.0,236,233,11.5,19.6,23.0,18.3,12.2,0.116,0.151,0.231,0.285,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2205,2205,40.52724,-7.118622,744.0,2006-06-09 02:00:00,15.8,76,11.6,15.5,0.0,0.0,0.0,0.0,0,1013.1,928.5,0,0,0,0,0.0,0.42,5.9,11.4,227,235,13.3,18.8,22.8,18.3,12.2,0.116,0.151,0.231,0.285,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2204,2204,40.52724,-7.118622,744.0,2006-06-09 03:00:00,15.3,79,11.6,14.9,0.0,0.0,0.0,0.0,0,1013.3,928.5,0,0,0,0,0.0,0.37,6.1,12.0,208,224,13.3,18.1,22.5,18.3,12.3,0.116,0.151,0.231,0.285,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
